"Tissue","group","cell_type","gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","change","isTissuespecific","isCellTypespecific"
"15404","Heart","old vs mid","Ventricular cardiomyocytes cell","COX7A1",0,0.6022087,0.389,0.27,0,"UP",FALSE,TRUE
"15405","Heart","old vs mid","Ventricular cardiomyocytes cell","CRYAB",0,1.426933,0.83,0.549,0,"UP",FALSE,FALSE
"15406","Heart","old vs mid","Ventricular cardiomyocytes cell","DAPK2",0,-0.581058,0.594,0.705,0,"DOWN",TRUE,TRUE
"15407","Heart","old vs mid","Ventricular cardiomyocytes cell","FABP3",0,0.6028654,0.602,0.429,0,"UP",FALSE,FALSE
"15408","Heart","old vs mid","Ventricular cardiomyocytes cell","FAR2",0,-0.5399701,0.244,0.372,0,"DOWN",TRUE,TRUE
"15409","Heart","old vs mid","Ventricular cardiomyocytes cell","FHL2",0,-0.5841002,0.972,0.967,0,"DOWN",FALSE,FALSE
"15410","Heart","old vs mid","Ventricular cardiomyocytes cell","FKBP5",0,-0.5395314,0.376,0.605,0,"DOWN",FALSE,FALSE
"15411","Heart","old vs mid","Ventricular cardiomyocytes cell","FOS",0,0.7356531,0.204,0.019,0,"UP",FALSE,FALSE
"15412","Heart","old vs mid","Ventricular cardiomyocytes cell","FTL",0,0.7431507,0.265,0.091,0,"UP",FALSE,FALSE
"15413","Heart","old vs mid","Ventricular cardiomyocytes cell","GADD45B",0,0.9397191,0.273,0.058,0,"UP",FALSE,FALSE
"15414","Heart","old vs mid","Ventricular cardiomyocytes cell","GALNT17",0,-0.6874578,0.701,0.78,0,"DOWN",TRUE,FALSE
"15415","Heart","old vs mid","Ventricular cardiomyocytes cell","GPD1L",0,-0.5480927,0.252,0.403,0,"DOWN",TRUE,TRUE
"15416","Heart","old vs mid","Ventricular cardiomyocytes cell","GREB1L",0,-0.5063992,0.393,0.49,0,"DOWN",FALSE,FALSE
"15417","Heart","old vs mid","Ventricular cardiomyocytes cell","HSPA1A",0,0.9069198,0.296,0.068,0,"UP",FALSE,FALSE
"15418","Heart","old vs mid","Ventricular cardiomyocytes cell","HSPB1",0,1.937965,0.657,0.171,0,"UP",FALSE,FALSE
"15419","Heart","old vs mid","Ventricular cardiomyocytes cell","JUNB",0,0.6817901,0.239,0.057,0,"UP",FALSE,FALSE
"15420","Heart","old vs mid","Ventricular cardiomyocytes cell","LAMA2",0,-0.7148113,0.972,0.964,0,"DOWN",FALSE,FALSE
"15421","Heart","old vs mid","Ventricular cardiomyocytes cell","LBH",0,-0.5155922,0.19,0.319,0,"DOWN",FALSE,TRUE
"15422","Heart","old vs mid","Ventricular cardiomyocytes cell","LINGO1",0,1.504636,0.769,0.299,0,"UP",FALSE,FALSE
"15423","Heart","old vs mid","Ventricular cardiomyocytes cell","LMO7",0,-0.6121119,0.68,0.781,0,"DOWN",FALSE,FALSE
"15424","Heart","old vs mid","Ventricular cardiomyocytes cell","LRRTM3",0,-0.7261431,0.764,0.852,0,"DOWN",FALSE,TRUE
"15425","Heart","old vs mid","Ventricular cardiomyocytes cell","MMP23B",0,-0.9136805,0.099,0.351,0,"DOWN",FALSE,TRUE
"15426","Heart","old vs mid","Ventricular cardiomyocytes cell","MT-ND2",0,0.5862249,0.179,0.081,0,"UP",FALSE,FALSE
"15427","Heart","old vs mid","Ventricular cardiomyocytes cell","MT-ND4",0,0.6569155,0.238,0.146,0,"UP",FALSE,FALSE
"15428","Heart","old vs mid","Ventricular cardiomyocytes cell","MYL2",0,1.115777,0.902,0.799,0,"UP",TRUE,FALSE
"15429","Heart","old vs mid","Ventricular cardiomyocytes cell","MYL3",0,1.216132,0.821,0.539,0,"UP",TRUE,FALSE
"15430","Heart","old vs mid","Ventricular cardiomyocytes cell","NR4A3",0,0.9920899,0.26,0.041,0,"UP",FALSE,FALSE
"15431","Heart","old vs mid","Ventricular cardiomyocytes cell","NRAP",0,0.5725968,0.749,0.626,0,"UP",TRUE,FALSE
"15432","Heart","old vs mid","Ventricular cardiomyocytes cell","PCDH9",0,-0.5097903,0.721,0.749,0,"DOWN",FALSE,TRUE
"15433","Heart","old vs mid","Ventricular cardiomyocytes cell","PDZD2",0,-0.6561264,0.743,0.812,0,"DOWN",FALSE,FALSE
"15434","Heart","old vs mid","Ventricular cardiomyocytes cell","PIK3R1",0,-0.9898703,0.462,0.69,0,"DOWN",FALSE,FALSE
"15435","Heart","old vs mid","Ventricular cardiomyocytes cell","PLN",0,1.204803,0.863,0.642,0,"UP",FALSE,FALSE
"15436","Heart","old vs mid","Ventricular cardiomyocytes cell","PPARGC1A",0,0.6310598,0.63,0.538,0,"UP",FALSE,TRUE
"15437","Heart","old vs mid","Ventricular cardiomyocytes cell","RASD1",0,0.5459245,0.113,0.023,0,"UP",FALSE,FALSE
"15438","Heart","old vs mid","Ventricular cardiomyocytes cell","RETREG1",0,0.6354127,0.733,0.557,0,"UP",FALSE,TRUE
"15439","Heart","old vs mid","Ventricular cardiomyocytes cell","S100A1",0,0.8249483,0.275,0.099,0,"UP",FALSE,FALSE
"15440","Heart","old vs mid","Ventricular cardiomyocytes cell","SGCD",0,-0.5086655,0.967,0.943,0,"DOWN",FALSE,TRUE
"15441","Heart","old vs mid","Ventricular cardiomyocytes cell","SLC16A4",0,-0.561833,0.05,0.208,0,"DOWN",FALSE,TRUE
"15442","Heart","old vs mid","Ventricular cardiomyocytes cell","TCAP",0,0.6059395,0.821,0.721,0,"UP",TRUE,FALSE
"15443","Heart","old vs mid","Ventricular cardiomyocytes cell","TGFBR2",0,-0.5538017,0.337,0.471,0,"DOWN",FALSE,FALSE
"15444","Heart","old vs mid","Ventricular cardiomyocytes cell","TMEM178B",0,-0.5335123,0.715,0.767,0,"DOWN",FALSE,TRUE
"15445","Heart","old vs mid","Ventricular cardiomyocytes cell","TNNC1",0,1.050823,0.649,0.414,0,"UP",TRUE,FALSE
"15446","Heart","old vs mid","Ventricular cardiomyocytes cell","TNNT2",0,0.5847827,0.991,0.963,0,"UP",FALSE,FALSE
"15447","Heart","old vs mid","Ventricular cardiomyocytes cell","TPM2",0,0.6064123,0.645,0.487,0,"UP",FALSE,FALSE
"15448","Heart","old vs mid","Ventricular cardiomyocytes cell","TRDN",0,-0.5908652,0.897,0.901,0,"DOWN",FALSE,TRUE
"15449","Heart","old vs mid","Ventricular cardiomyocytes cell","ZFP36",0,0.5241179,0.168,0.051,0,"UP",FALSE,FALSE
"15450","Heart","old vs mid","Ventricular cardiomyocytes cell","ZNF106",0,-0.5774652,0.424,0.567,0,"DOWN",FALSE,TRUE
"15451","Heart","old vs mid","Ventricular cardiomyocytes cell","NRXN3",5.49e-188,-0.8028834,0.138,0.133,1.62e-183,"DOWN",FALSE,TRUE
"15452","Heart","old vs mid","Ventricular cardiomyocytes cell","MT-ATP6",4.97e-32,0.530933,0.209,0.209,1.46e-27,"UP",FALSE,FALSE
"15453","Blood","old vs mid","Activated CD8+ T cell","CD3D",0,-0.9370672,0.298,0.724,0,"DOWN",FALSE,FALSE
"15454","Blood","old vs mid","Activated CD8+ T cell","CXCR4",0,-2.056129,0.156,0.682,0,"DOWN",FALSE,FALSE
"15455","Blood","old vs mid","Activated CD8+ T cell","FCGR3A",0,1.805883,0.461,0.124,0,"UP",FALSE,FALSE
"15456","Blood","old vs mid","Activated CD8+ T cell","FGFBP2",0,1.944156,0.702,0.238,0,"UP",FALSE,FALSE
"15457","Blood","old vs mid","Activated CD8+ T cell","GNLY",0,1.68345,0.847,0.289,0,"UP",FALSE,FALSE
"15458","Blood","old vs mid","Activated CD8+ T cell","GZMH",0,1.454223,0.707,0.344,0,"UP",FALSE,FALSE
"15459","Blood","old vs mid","Activated CD8+ T cell","GZMK",0,-1.417329,0.11,0.55,0,"DOWN",FALSE,FALSE
"15460","Blood","old vs mid","Activated CD8+ T cell","IFITM2",0,1.216157,0.77,0.595,0,"UP",FALSE,FALSE
"15461","Blood","old vs mid","Activated CD8+ T cell","MT-ND5",0,1.127954,0.774,0.606,0,"UP",FALSE,FALSE
"15462","Blood","old vs mid","Activated CD8+ T cell","NKG7",0,0.9685808,0.96,0.882,0,"UP",FALSE,FALSE
"15463","Blood","old vs mid","Activated CD8+ T cell","PRF1",0,1.786202,0.687,0.248,0,"UP",FALSE,FALSE
"15464","Blood","old vs mid","Activated CD8+ T cell","PTPRC",0,0.9129178,0.749,0.648,0,"UP",FALSE,FALSE
"15465","Blood","old vs mid","Activated CD8+ T cell","TYROBP",0,1.719153,0.629,0.187,0,"UP",FALSE,FALSE
"15466","Blood","old vs mid","Activated CD8+ T cell","PLEK",1.151306e-310,1.454501,0.442,0.187,1.75e-306,"UP",FALSE,FALSE
"15467","Blood","old vs mid","Activated CD8+ T cell","CD3E",1.17e-297,-0.9122949,0.235,0.626,1.78e-293,"DOWN",FALSE,FALSE
"15468","Blood","old vs mid","Activated CD8+ T cell","CD8B",1.8e-295,-1.391694,0.105,0.462,2.73e-291,"DOWN",FALSE,FALSE
"15469","Blood","old vs mid","Activated CD8+ T cell","MYO1F",6.31e-279,0.93293,0.599,0.475,9.57e-275,"UP",FALSE,FALSE
"15470","Blood","old vs mid","Activated CD8+ T cell","CD69",3.11e-270,-1.197264,0.125,0.472,4.71e-266,"DOWN",FALSE,FALSE
"15471","Blood","old vs mid","Activated CD8+ T cell","KLRB1",1.59e-266,1.114469,0.677,0.303,2.42e-262,"UP",FALSE,FALSE
"15472","Blood","old vs mid","Activated CD8+ T cell","AAK1",1.94e-259,0.9410446,0.493,0.358,2.94e-255,"UP",FALSE,FALSE
"15473","Blood","old vs mid","Activated CD8+ T cell","CD27",3.85e-238,-1.109091,0.06,0.343,5.84e-234,"DOWN",FALSE,FALSE
"15474","Blood","old vs mid","Activated CD8+ T cell","AKAP13",5.6e-232,1.068343,0.39,0.229,8.49e-228,"UP",FALSE,FALSE
"15475","Blood","old vs mid","Activated CD8+ T cell","CD247",1.65e-229,1.047799,0.529,0.363,2.5e-225,"UP",FALSE,FALSE
"15476","Blood","old vs mid","Activated CD8+ T cell","IL7R",2.09e-222,-0.9446034,0.146,0.455,3.17e-218,"DOWN",FALSE,FALSE
"15477","Blood","old vs mid","Activated CD8+ T cell","MBP",9.96e-211,0.951917,0.406,0.273,1.51e-206,"UP",FALSE,FALSE
"15478","Blood","old vs mid","Activated CD8+ T cell","TES",3.72e-184,1.118954,0.28,0.112,5.65e-180,"UP",FALSE,FALSE
"15479","Blood","old vs mid","Activated CD8+ T cell","SPN",1.02e-173,0.9240631,0.353,0.223,1.55e-169,"UP",TRUE,FALSE
"15480","Blood","old vs mid","Activated CD8+ T cell","IGFBP7",1.01e-172,1.328708,0.197,0.023,1.53e-168,"UP",FALSE,TRUE
"15481","Blood","old vs mid","Activated CD8+ T cell","KLF2",1.99e-169,0.8861315,0.332,0.225,3.01e-165,"UP",FALSE,FALSE
"15482","Blood","old vs mid","Activated CD8+ T cell","SPON2",2.28e-167,1.31211,0.356,0.119,3.46e-163,"UP",FALSE,FALSE
"15483","Blood","old vs mid","Activated CD8+ T cell","ID2",8.34e-163,0.9179322,0.578,0.423,1.27e-158,"UP",FALSE,FALSE
"15484","Blood","old vs mid","Activated CD8+ T cell","S100B",2.35e-160,1.519009,0.172,0.015,3.57e-156,"UP",FALSE,FALSE
"15485","Blood","old vs mid","Activated CD8+ T cell","FCRL6",8.68e-148,1.092901,0.241,0.092,1.32e-143,"UP",TRUE,TRUE
"15486","Blood","old vs mid","Activated CD8+ T cell","RGS1",2.28e-144,-1.13642,0.008,0.149,3.45e-140,"DOWN",FALSE,FALSE
"15487","Blood","old vs mid","Activated CD8+ T cell","LGALS1",2.96e-143,0.948268,0.547,0.408,4.48e-139,"UP",FALSE,FALSE
"15488","Blood","old vs mid","Activated CD8+ T cell","ADGRG1",1.71e-136,1.074475,0.21,0.05,2.6e-132,"UP",FALSE,FALSE
"15489","Blood","old vs mid","Activated CD8+ T cell","HBB",4.52e-120,0.9834226,0.3,0.134,6.85e-116,"UP",FALSE,FALSE
"15490","Blood","old vs mid","Activated CD8+ T cell","TTC38",8.82e-118,0.992684,0.186,0.056,1.34e-113,"UP",TRUE,TRUE
"15491","Blood","old vs mid","Activated CD8+ T cell","TXK",1.02e-114,0.9485262,0.194,0.071,1.54e-110,"UP",FALSE,FALSE
"15492","Blood","old vs mid","Activated CD8+ T cell","PRSS23",2.4e-107,0.9610057,0.191,0.062,3.64e-103,"UP",FALSE,FALSE
"15493","Blood","old vs mid","Activated CD8+ T cell","SYNGR1",1.87e-101,0.9380134,0.128,0.021,2.83e-97,"UP",FALSE,FALSE
"15494","Blood","old vs mid","Activated CD8+ T cell","PTGDS",1.61e-78,1.62219,0.116,0.023,2.45e-74,"UP",FALSE,FALSE
"15495","Blood","old vs mid","Blood derived monocyte cell","CEBPB",1.18e-27,1.141931,0.874,0.598,1.8e-23,"UP",FALSE,FALSE
"15496","Blood","old vs mid","Blood derived monocyte cell","IFITM3",4.68e-26,1.090849,0.935,0.804,7.11e-22,"UP",FALSE,FALSE
"15497","Blood","old vs mid","Blood derived monocyte cell","TYMP",8.92e-26,0.9517422,0.901,0.739,1.35e-21,"UP",FALSE,FALSE
"15498","Blood","old vs mid","Blood derived monocyte cell","C1QC",6.83e-25,-2.308051,0,0.216,1.04e-20,"DOWN",FALSE,FALSE
"15499","Blood","old vs mid","Blood derived monocyte cell","LILRB2",3.64e-22,1.007805,0.729,0.558,5.52e-18,"UP",TRUE,FALSE
"15500","Blood","old vs mid","Blood derived monocyte cell","CTSS",5.96e-22,0.5798734,0.989,0.945,9.05e-18,"UP",FALSE,FALSE
"15501","Blood","old vs mid","Blood derived monocyte cell","HLA-DQB1",1.15e-21,-1.112571,0.35,0.734,1.74e-17,"DOWN",FALSE,FALSE
"15502","Blood","old vs mid","Blood derived monocyte cell","C1QB",6.32e-21,-2.672662,0.029,0.261,9.59e-17,"DOWN",FALSE,FALSE
"15503","Blood","old vs mid","Blood derived monocyte cell","HLA-DPA1",5.01e-20,-0.9727608,0.896,0.965,7.6e-16,"DOWN",FALSE,FALSE
"15504","Blood","old vs mid","Blood derived monocyte cell","TREM2",4.16e-19,-0.9231368,0,0.166,6.31e-15,"DOWN",FALSE,FALSE
"15505","Blood","old vs mid","Blood derived monocyte cell","LY86",9.53e-19,-0.6559475,0.093,0.392,1.45e-14,"DOWN",FALSE,TRUE
"15506","Blood","old vs mid","Blood derived monocyte cell","FCGR3A",1.47e-17,0.5530417,0.973,0.95,2.23e-13,"UP",FALSE,FALSE
"15507","Blood","old vs mid","Blood derived monocyte cell","CDC42",3.89e-17,0.7120964,0.871,0.849,5.91e-13,"UP",FALSE,FALSE
"15508","Blood","old vs mid","Blood derived monocyte cell","CRIP1",5.87e-17,0.9789524,0.567,0.568,8.91e-13,"UP",FALSE,FALSE
"15509","Blood","old vs mid","Blood derived monocyte cell","A2M",2.78e-16,-0.5705252,0,0.141,4.22e-12,"DOWN",FALSE,TRUE
"15510","Blood","old vs mid","Blood derived monocyte cell","C1QA",3.47e-16,-1.847346,0.122,0.382,5.27e-12,"DOWN",FALSE,FALSE
"15511","Blood","old vs mid","Blood derived monocyte cell","APOC1",1.32e-14,-1.258557,0,0.126,2e-10,"DOWN",FALSE,FALSE
"15512","Blood","old vs mid","Blood derived monocyte cell","DDAH2",2.52e-14,-0.8785321,0.113,0.392,3.83e-10,"DOWN",FALSE,TRUE
"15513","Blood","old vs mid","Blood derived monocyte cell","MS4A7",3.18e-14,0.5292695,0.937,0.899,4.82e-10,"UP",FALSE,TRUE
"15514","Blood","old vs mid","Blood derived monocyte cell","CYBB",3.1e-13,0.778575,0.72,0.588,4.7e-09,"UP",FALSE,FALSE
"15515","Blood","old vs mid","Blood derived monocyte cell","PTPRC",3.51e-13,0.5233276,0.93,0.894,5.33e-09,"UP",FALSE,FALSE
"15516","Blood","old vs mid","Blood derived monocyte cell","SRGN",4.49e-13,-0.625146,0.837,0.945,6.81e-09,"DOWN",FALSE,FALSE
"15517","Blood","old vs mid","Blood derived monocyte cell","MS4A6A",1.55e-12,-0.7941824,0.079,0.312,2.35e-08,"DOWN",FALSE,FALSE
"15518","Blood","old vs mid","Blood derived monocyte cell","GPX4",5.2e-12,-0.550364,0.537,0.824,7.89e-08,"DOWN",FALSE,FALSE
"15519","Blood","old vs mid","Blood derived monocyte cell","HBA2",7.67e-12,1.154351,0.357,0.121,1.16e-07,"UP",FALSE,FALSE
"15520","Blood","old vs mid","Blood derived monocyte cell","BTG2",8.16e-12,-0.5781986,0.149,0.402,1.24e-07,"DOWN",FALSE,FALSE
"15521","Blood","old vs mid","Blood derived monocyte cell","CD99",8.49e-12,-0.7346025,0.045,0.241,1.29e-07,"DOWN",FALSE,FALSE
"15522","Blood","old vs mid","Blood derived monocyte cell","LRRC25",2.29e-11,0.5781893,0.679,0.618,3.47e-07,"UP",TRUE,TRUE
"15523","Blood","old vs mid","Blood derived monocyte cell","ALOX5AP",2.36e-11,-0.6685539,0.005,0.126,3.58e-07,"DOWN",FALSE,FALSE
"15524","Blood","old vs mid","Blood derived monocyte cell","NFKBIZ",2.6e-11,0.6709678,0.535,0.432,3.94e-07,"UP",FALSE,FALSE
"15525","Blood","old vs mid","Blood derived monocyte cell","SPI1",4.41e-11,0.5840415,0.824,0.744,6.69e-07,"UP",FALSE,FALSE
"15526","Blood","old vs mid","Blood derived monocyte cell","CD52",4.94e-11,-0.6191237,0.824,0.829,7.5e-07,"DOWN",FALSE,FALSE
"15527","Blood","old vs mid","Blood derived monocyte cell","CD74",7.32e-11,-0.7422034,0.968,0.98,1.11e-06,"DOWN",FALSE,FALSE
"15528","Blood","old vs mid","Blood derived monocyte cell","HLA-DPB1",1.93e-10,-0.9697487,0.831,0.905,2.92e-06,"DOWN",FALSE,FALSE
"15529","Blood","old vs mid","Blood derived monocyte cell","IGSF6",5.61e-10,0.5352225,0.562,0.508,8.51e-06,"UP",FALSE,FALSE
"15530","Blood","old vs mid","Blood derived monocyte cell","MNDA",7.57e-10,0.6394136,0.571,0.558,1.15e-05,"UP",FALSE,FALSE
"15531","Blood","old vs mid","Blood derived monocyte cell","CEBPD",8.4e-10,0.6883211,0.309,0.201,1.27e-05,"UP",FALSE,FALSE
"15532","Blood","old vs mid","Blood derived monocyte cell","HLA-DQA2",1.84e-09,0.7926958,0.406,0.171,2.8e-05,"UP",FALSE,FALSE
"15533","Blood","old vs mid","Blood derived monocyte cell","HLA-DRA",3.02e-09,-0.7603529,0.95,0.98,4.58e-05,"DOWN",FALSE,FALSE
"15534","Blood","old vs mid","Blood derived monocyte cell","HLA-DQA1",6.04e-09,-0.8779189,0.368,0.523,9.16e-05,"DOWN",FALSE,FALSE
"15535","Blood","old vs mid","Blood derived monocyte cell","CD9",7.91e-09,-0.7313141,0.011,0.126,0.000120066,"DOWN",FALSE,FALSE
"15536","Blood","old vs mid","Blood derived monocyte cell","FCN1",1e-08,0.5580403,0.858,0.658,0.000152416,"UP",FALSE,FALSE
"15537","Blood","old vs mid","Blood derived monocyte cell","TRIM22",1.76e-08,0.5932307,0.264,0.166,0.000266813,"UP",FALSE,FALSE
"15538","Blood","old vs mid","Blood derived monocyte cell","LYL1",2.87e-08,0.7621561,0.379,0.186,0.000435895,"UP",FALSE,FALSE
"15539","Blood","old vs mid","Blood derived monocyte cell","HLA-DMA",5.19e-08,-0.733429,0.275,0.513,0.000787376,"DOWN",FALSE,FALSE
"15540","Blood","old vs mid","Blood derived monocyte cell","NAMPT",5.29e-08,0.5796276,0.53,0.442,0.000801873,"UP",FALSE,TRUE
"15541","Blood","old vs mid","Blood derived monocyte cell","TES",1.52e-07,0.6337527,0.433,0.307,0.002307598,"UP",FALSE,FALSE
"15542","Blood","old vs mid","Blood derived monocyte cell","XAF1",2.03e-07,0.66142,0.214,0.101,0.003084689,"UP",FALSE,FALSE
"15543","Blood","old vs mid","Blood derived monocyte cell","ITGAL",3.11e-07,0.5654899,0.413,0.307,0.004724409,"UP",FALSE,TRUE
"15544","Blood","old vs mid","Blood derived monocyte cell","TLR4",3.23e-07,0.6769219,0.289,0.151,0.004901304,"UP",TRUE,TRUE
"15545","Blood","old vs mid","Blood derived monocyte cell","FGD2",3.86e-07,0.5706265,0.33,0.286,0.005863388,"UP",TRUE,TRUE
"15546","Blood","old vs mid","Blood derived monocyte cell","HERPUD1",4.7e-07,-0.5307772,0.291,0.513,0.007126834,"DOWN",FALSE,FALSE
"15547","Blood","old vs mid","Blood derived monocyte cell","CD14",5.32e-07,-0.9616754,0.14,0.312,0.008078317,"DOWN",FALSE,TRUE
"15548","Blood","old vs mid","Blood derived monocyte cell","DUSP6",9.08e-07,0.5450344,0.603,0.482,0.01376814,"UP",FALSE,FALSE
"15549","Blood","old vs mid","Blood derived monocyte cell","C4orf48",1.12e-06,0.5330516,0.463,0.352,0.01696972,"UP",FALSE,FALSE
"15550","Blood","old vs mid","Blood derived monocyte cell","HSPB1",1.53e-06,-0.920914,0.251,0.442,0.02318405,"DOWN",FALSE,FALSE
"15551","Blood","old vs mid","Blood derived monocyte cell","CTSC",2.48e-06,0.5346501,0.632,0.563,0.03758358,"UP",FALSE,TRUE
"15552","Blood","old vs mid","Blood derived monocyte cell","CD300E",2.69e-06,0.569164,0.359,0.261,0.04085273,"UP",FALSE,FALSE
"15553","Blood","old vs mid","Blood derived monocyte cell","SECTM1",3.11e-06,0.5562362,0.284,0.166,0.04717483,"UP",FALSE,TRUE
"15554","Blood","old vs mid","Blood derived monocyte cell","ERAP2",3.36e-06,0.532184,0.205,0.08,0.05098205,"UP",FALSE,TRUE
"15555","Blood","old vs mid","Blood derived monocyte cell","RGS18",4.63e-06,0.6086016,0.393,0.276,0.07025772,"UP",TRUE,FALSE
"15556","Blood","old vs mid","Blood derived monocyte cell","GBP4",5.32e-06,0.668436,0.239,0.131,0.08064178,"UP",FALSE,TRUE
"15557","Blood","old vs mid","Blood derived monocyte cell","LILRA5",6.33e-06,0.5355354,0.537,0.442,0.09599742,"UP",FALSE,FALSE
"15558","Blood","old vs mid","Blood derived monocyte cell","SLCO3A1",1.22e-05,0.5236646,0.23,0.106,0.1848256,"UP",FALSE,TRUE
"15559","Blood","old vs mid","Blood derived monocyte cell","ZFP36L2",2.12e-05,0.5369136,0.46,0.402,0.3218653,"UP",FALSE,FALSE
"15560","Blood","old vs mid","Blood derived monocyte cell","HES4",4.67e-05,0.5775212,0.384,0.216,0.7084492,"UP",FALSE,TRUE
"15561","Blood","old vs mid","Blood derived monocyte cell","HBB",0.00011487,0.6004713,0.4,0.312,1,"UP",FALSE,FALSE
"15562","Blood","old vs mid","Blood derived monocyte cell","IFI6",0.000117174,0.5525787,0.323,0.226,1,"UP",FALSE,FALSE
"15563","Blood","old vs mid","Granulocytes cell","MT-CO1",0,0.9236288,1,0.996,0,"UP",FALSE,FALSE
"15564","Blood","old vs mid","Granulocytes cell","CTSS",3.492346e-315,1.155169,0.989,0.87,5.298238e-311,"UP",FALSE,FALSE
"15565","Blood","old vs mid","Granulocytes cell","MT-CO2",1.84e-296,0.8258619,0.999,0.995,2.79e-292,"UP",FALSE,FALSE
"15566","Blood","old vs mid","Granulocytes cell","MT-ND2",3.91e-283,0.8800829,0.998,0.992,5.93e-279,"UP",FALSE,FALSE
"15567","Blood","old vs mid","Granulocytes cell","TYMP",7.58e-278,1.443439,0.826,0.545,1.15e-273,"UP",FALSE,FALSE
"15568","Blood","old vs mid","Granulocytes cell","MT-CO3",5.63e-266,0.7852347,1,0.994,8.55e-262,"UP",FALSE,FALSE
"15569","Blood","old vs mid","Granulocytes cell","MT-ND5",8.33e-249,1.061787,0.858,0.76,1.26e-244,"UP",FALSE,FALSE
"15570","Blood","old vs mid","Granulocytes cell","C1QC",8.8e-246,-2.543112,0,0.358,1.33e-241,"DOWN",FALSE,FALSE
"15571","Blood","old vs mid","Granulocytes cell","C1QB",2.53e-233,-2.762051,0.003,0.361,3.84e-229,"DOWN",FALSE,FALSE
"15572","Blood","old vs mid","Granulocytes cell","MT-ND1",1.11e-219,0.7752772,0.994,0.992,1.69e-215,"UP",FALSE,FALSE
"15573","Blood","old vs mid","Granulocytes cell","C1QA",1.69e-211,-2.506263,0.017,0.371,2.57e-207,"DOWN",FALSE,FALSE
"15574","Blood","old vs mid","Granulocytes cell","MT-CYB",3.91e-209,0.764502,0.988,0.978,5.94e-205,"UP",FALSE,FALSE
"15575","Blood","old vs mid","Granulocytes cell","EEF1A1",8.73e-204,-0.7233698,0.998,1,1.32e-199,"DOWN",FALSE,FALSE
"15576","Blood","old vs mid","Granulocytes cell","FOS",2.57e-199,1.185868,0.945,0.73,3.89e-195,"UP",FALSE,FALSE
"15577","Blood","old vs mid","Granulocytes cell","AP1S2",1.45e-172,0.8642472,0.882,0.809,2.2e-168,"UP",FALSE,TRUE
"15578","Blood","old vs mid","Granulocytes cell","LYZ",1.56e-171,0.7677323,0.996,0.927,2.36e-167,"UP",FALSE,FALSE
"15579","Blood","old vs mid","Granulocytes cell","TREM2",1.29e-168,-1.011313,0,0.257,1.95e-164,"DOWN",FALSE,FALSE
"15580","Blood","old vs mid","Granulocytes cell","FGL2",3.5e-167,1.061026,0.774,0.598,5.31e-163,"UP",FALSE,FALSE
"15581","Blood","old vs mid","Granulocytes cell","PTPRC",1.1e-161,0.9540668,0.788,0.622,1.66e-157,"UP",FALSE,FALSE
"15582","Blood","old vs mid","Granulocytes cell","VCAN",9.94e-158,1.023237,0.883,0.555,1.51e-153,"UP",FALSE,FALSE
"15583","Blood","old vs mid","Granulocytes cell","APOC1",2.78e-157,-1.733217,0.001,0.247,4.22e-153,"DOWN",FALSE,FALSE
"15584","Blood","old vs mid","Granulocytes cell","HBA2",3.61e-153,1.340196,0.37,0.063,5.47e-149,"UP",FALSE,FALSE
"15585","Blood","old vs mid","Granulocytes cell","CYBB",7.93e-151,0.9766468,0.794,0.653,1.2e-146,"UP",FALSE,FALSE
"15586","Blood","old vs mid","Granulocytes cell","HLA-DPA1",1.14e-142,-1.56911,0.551,0.76,1.74e-138,"DOWN",FALSE,FALSE
"15587","Blood","old vs mid","Granulocytes cell","HLA-DPB1",2.93e-124,-1.495485,0.653,0.785,4.45e-120,"DOWN",FALSE,FALSE
"15588","Blood","old vs mid","Granulocytes cell","VMO1",3.05e-124,-0.993204,0.008,0.23,4.62e-120,"DOWN",FALSE,FALSE
"15589","Blood","old vs mid","Granulocytes cell","HAMP",7.17e-123,-0.8484408,0,0.192,1.09e-118,"DOWN",FALSE,TRUE
"15590","Blood","old vs mid","Granulocytes cell","DUSP6",6.86e-121,1.080184,0.657,0.346,1.04e-116,"UP",FALSE,FALSE
"15591","Blood","old vs mid","Granulocytes cell","SERPINA1",4.79e-120,0.9335809,0.692,0.51,7.26e-116,"UP",FALSE,FALSE
"15592","Blood","old vs mid","Granulocytes cell","CEBPB",8.84e-114,1.065774,0.562,0.293,1.34e-109,"UP",FALSE,FALSE
"15593","Blood","old vs mid","Granulocytes cell","MNDA",3.45e-113,0.8244842,0.851,0.67,5.24e-109,"UP",FALSE,FALSE
"15594","Blood","old vs mid","Granulocytes cell","LCP1",1.41e-112,0.8577073,0.726,0.522,2.14e-108,"UP",FALSE,FALSE
"15595","Blood","old vs mid","Granulocytes cell","RGS1",4.44e-111,-1.115084,0.002,0.189,6.73e-107,"DOWN",FALSE,FALSE
"15596","Blood","old vs mid","Granulocytes cell","LYVE1",8.86e-111,-0.9095201,0,0.174,1.34e-106,"DOWN",FALSE,TRUE
"15597","Blood","old vs mid","Granulocytes cell","NCF1",9.56e-109,0.9342184,0.675,0.5,1.45e-104,"UP",FALSE,FALSE
"15598","Blood","old vs mid","Granulocytes cell","HLA-DQB1",4.19e-106,-1.014315,0.363,0.678,6.36e-102,"DOWN",FALSE,FALSE
